,index,Date,Headline
24646,5548,2020-06-17,Army huddle resolves to thwart Indian designs in occupied Kashmir 
24647,5549,2020-06-17,US hits Syria with toughest sanctions yet to push Assad to end war 
24648,5550,2020-06-17,'Don't underestimate me'  Naseem Shah warns England 
24649,5551,2020-06-17,Pakistani celebs pay tribute to the iconic Tariz Aziz 
24650,5552,2020-06-17,'India wants peace but will give befitting response if provoked ' says Modi after China border clash 
24651,5553,2020-06-17,BNP-M chief announces withdrawal from PTI coalition govt 
24652,5554,2020-06-17,Ode to Servis Shoes 
24653,5555,2020-06-17,Sushant Singh Rajput's final film will release online 
24654,5556,2020-06-17,Renowned TV host Tariq Aziz passes away at 84 
24655,5557,2020-06-17,Emmy Awards happening in September as planned 
24656,5558,2020-06-17,Why Malayalam cinema is an engaging alternative to Hindi cinema 
24657,5559,2020-06-17,30 Rock is coming back for an hour long reunion special 
24658,5560,2020-06-17,Returning our lives to normal will take time 
24659,5561,2020-06-17,There is still time for govt to salvage the situation  take the battle against Covid-19 seriously 
24660,5562,2020-06-17,Lockdown enforced  in virus-hit areas of several districts in KP 
24661,5563,2020-06-17,Senior doctor among 24 fresh victims of pandemic in KP 
24662,5564,2020-06-17,Khyber transporters protest illegal checkpost 
24663,5565,2020-06-17,Owners demand reopening of wedding halls in KP 
24664,5566,2020-06-17,Police inspector dies of Covid-19 
24665,5567,2020-06-17,District admin planning to seal 22 localities in Pindi 
24666,5568,2020-06-17,I-8  I-10 sub-sectors and marakaz to be locked down tomorrow 
24667,5569,2020-06-17,Six years on  Model Town victims still await justice 
24668,5570,2020-06-17,NAB challenges bail granted to Shahbaz in assets case 
24669,5571,2020-06-17,Medics dont see benefits of lockdown after spike in infections 
24670,5572,2020-06-17,Smart lockdown imposed on seven cities in Punjab 
24671,5573,2020-06-17,Rs2 trillion cut in Sindhs share to drastically affect uplift sector  says Khuhro 
24672,5574,2020-06-17,Amid coronavirus spread  health experts warn against self-medication 
24673,5575,2020-06-17,Three Kharadar siblings death remains a mystery 
24674,5576,2020-06-17,Sindh govt imposes smart lockdown in provinces select areas 
24675,5577,2020-06-17,Palestinians shred files amid fear of Israeli incursion 
24676,5578,2020-06-17,Moscow reopens museums and restaurants after two months 
24677,5579,2020-06-17,German neo-Nazi planned politicians murder for years 
24678,5580,2020-06-17,French police fire tear gas at healthcare protest 
24679,5581,2020-06-17,Africa urges UN probe into US systemic racism  police violence 
24680,5582,2020-06-17,Pakistan have good experience of playing in empty stadiums  says Abid 
24681,5583,2020-06-17,I hope to rediscover my touch on England tour: Fakhar Zaman 
24682,5584,2020-06-17,Hope aiming for Test turnaround in England 
24683,5585,2020-06-17,Qatar virtually unveils third 2022 World Cup venue 
24684,5586,2020-06-17,Value hunters help stocks recoup partial losses 
24685,5587,2020-06-17,German investor confidence highest since March 2006 
24686,5588,2020-06-17,PIA to cut freight charges for mango shipments 
24687,5589,2020-06-17,Oil imports dip 74pc to three-month low 
24688,5590,2020-06-17,Senators inquire into customised benefits for two companies in Finance Bill 
24689,5591,2020-06-17,Textile exports tumble 36.5pc in May 
24690,5592,2020-06-17,Lockdown extended for 15 days in Balochistan 
24691,5593,2020-06-17,IMF deal outdated after Covid-19: Bilawal 
24692,5594,2020-06-17,Body clears bills allowing perks for parliamentarians family members 
24693,5595,2020-06-17,Number of jobless people to reach 6.65m in 2020-21 
24694,5596,2020-06-17,AJK PM asks Qureshi to clarify his UNSC remarks 
24695,5597,2020-06-17,Committee being formed to boost construction sector 
24696,5598,2020-06-17,PM  other PTI leaders have properties in UK: Justice Isa 
24697,5599,2020-06-17,PMs first visit to Karachi in three months 
24698,5600,2020-06-17,PHC sets aside 200 convictions by military courts 
24699,5601,2020-06-17,35 doctors in the dock for refusing to treat virus patients 
24700,5602,2020-06-17,Services chiefs attend rare briefing at ISI headquarters 
24701,5603,2020-06-17,China blames Indian troops for deadly border clash 
24702,5604,2020-06-17,SC suggests way out to govt in Justice Isa case 
24703,5605,2020-06-17,Plasma therapy no cure for virus: ministry 
24704,5606,2020-06-18,Why Budget 2021 has increased the odds of a severe recession in Pakistan 
24705,5607,2020-06-18,Troubled Trump attacks ex-aide who calls him not 'fit' for office 
24706,5608,2020-06-18,'Smart lockdown' begins in Karachi's Covid-19 hotspots 
24707,5609,2020-06-18,Shaan-e-Pakistan 2020 will provide a digital platforms for emerging talent 
24708,5610,2020-06-18,Kristen Stewart will play Princess Diana in upcoming biopic 
24709,5611,2020-06-18,HSY recalls Prince Charles and Lady Diana's wedding procession 
24710,5612,2020-06-19,MQM founder Altaf Hussain ordered the killing of Dr Imran Farooq in UK: court 
24711,5613,2020-06-18,India cautions China over its claim to area of deadly clash 
24712,5614,2020-06-18,Wajahat Rauf reveals he had Covid-19 for 31 days 
24713,5615,2020-06-18,Policeman shoots  injures Karachi doctor allegedly after being denied sleeping pills 
24714,5616,2020-06-18,India  Mexico  Norway  Ireland elected to UN Security Council 
24715,5617,2020-06-18,'Catastrophic': South Asia reels from virus surge 
24716,5618,2020-06-18,Trump signs bill pressuring China over Uighur Muslim crackdown 
24717,5619,2020-06-18,That '70s Show actor Danny Masterson charged in three rape cases 
24718,5620,2020-06-18,Zehra Nigah given Allama Iqbal Award for new poetry book 
24719,5621,2020-06-18,Its good to be living in times when black Americans and white allies are challenging arrogant rulers 
24720,5622,2020-06-18,Budgeting on hope 
24721,5623,2020-06-18,Entry of visitors to Peshawar airport banned 
24722,5624,2020-06-18,Polio case reported in Upper Dir after eight years 
24723,5625,2020-06-18,ECP calls for review of delay in local body elections 
24724,5626,2020-06-18,25.2pc of revenue to be spent on education  says Murad 
24725,5627,2020-06-18,Covid-19 prompts over 16pc increase in provincial health budget 
24726,5628,2020-06-18,Two missing workers of MQM-L  JSQM found shot dead 
24727,5629,2020-06-18,New uplift schemes for Karachi get little attention in Sindhs budget for 2020-21 
24728,5630,2020-06-18,Taliban raids on Afghan security posts kill 18 
24729,5631,2020-06-18,Assads uncle gets jail term in France 
24730,5632,2020-06-18,UN rights chief calls for reparations for colonialism  slavery 
24731,5633,2020-06-18,Trump govt sues to block ex-aide Boltons damning book 
24732,5634,2020-06-18,Johnsons car hit in collision outside parliament 
24733,5635,2020-06-18,Over 3 000 children abused in French Catholic churches 
24734,5636,2020-06-18,Chinese state media play down deadly India border skirmish 
24735,5637,2020-06-18,Dont sweat saliva ban  Dukes ball-maker offers solution 
24736,5638,2020-06-18,Shaheen wants to keep focus on Test cricket 
24737,5639,2020-06-18,T20 World Cup could be postponed for a year due to Covid-19 pandemic: Mani 
24738,5640,2020-06-18,Champions League to be completed with eight-team tournament in Lisbon 
24739,5641,2020-06-18,Rs52.61bn supplementary grants approved 
24740,5642,2020-06-18,Punjab asked to release wheat stocks 
24741,5643,2020-06-18,$500m sought from World Bank for policy reforms 
24742,5644,2020-06-18,Senate panel rejects amendment to introduce Authorised Economic Operator programme 
24743,5645,2020-06-18,Nepra wants hydel power reclassified as renewable 
24744,5646,2020-06-18,BUDGET 2020-21: Sindh reduces ADP to Rs232.9bn 
24745,5647,2020-06-18,Plan to establish mineral exploration company approved 
24746,5648,2020-06-18,Essential Services Act enforced in USC 
24747,5649,2020-06-18,Woman  three boys killed in Indian shelling 
24748,5650,2020-06-18,Red Zone Files: Crack in the coalition 
24749,5651,2020-06-18,India  China agree to restore tranquillity on border 
24750,5652,2020-06-18,PPP calls for JIT to probe prime ministers assets in Britain 
24751,5653,2020-06-18,Hafeez  Hammad told to be present in NA during budget debate 
24752,5654,2020-06-18,Beijing cancels flights  shuts schools over virus outbreak 
24753,5655,2020-06-18,Senate panel irked as recommendations ignored in PSDP 
24754,5656,2020-06-18,Budget 2020-21: No new taxes as Sindh presents Rs1.24tr budget 
24755,5657,2020-06-18,Justice Isa turns up at SC as wifes emissary 
24756,5658,2020-06-18,Virus cases reduce by 90pc in area under lockdown 
24757,5659,2020-06-18,Setback for PTI as BNP-M quits ruling alliance 
24758,5660,2020-06-18,18th Amendment needs to be reviewed: PM 
24759,5661,2020-06-19,'The sword is still hanging': Legal fraternity reacts to SC's decision to quash reference against Justice Qazi Faez Isa 
24760,5662,2020-06-19,'Govt satisfied with SC's decision to quash presidential reference against Justice Isa' 
24761,5663,2020-06-19,China says one-fifth of Belt and Road projects 'seriously affected' by pandemic 
24762,5664,2020-06-19,Malala Yousufzai is now an Oxford graduate 
24763,5665,2020-06-19,Who is Justice Qazi Faez Isa? 
24764,5666,2020-06-20,SC throws out presidential reference against Justice Qazi Faez Isa  terms it 'invalid' 
24765,5667,2020-06-19,2 Rangers personnel martyred  1 injured in 3 separate attacks 
24766,5668,2020-06-19,Snyder cut reveals Darkseid was going to be Justice League's main villain 
24767,5669,2020-06-19,450 movie theaters reopening across US in July 
24768,5670,2020-06-19,The current opposition is doing its best to keep the name-calling convention alive 
24769,5671,2020-06-19,Court rejects Trump bid to end Dreamer immigrant policy 
24770,5672,2020-06-19,Macron marks De Gaulle appeal that gave birth to Resistance 
24771,5673,2020-06-19,China frees 10 Indian soldiers after military talks 
24772,5674,2020-06-19,Former top aide says Trump unfit for office 
24773,5675,2020-06-19,Mortar blast at Afghan madressah kills 9 students 
24774,5676,2020-06-19,Last JFK sibling  Ireland envoy Jean Kennedy Smith dies 
24775,5677,2020-06-19,India reports highest one-day spike in cases 
24776,5678,2020-06-19,China races to prevent virus second wave 
24777,5679,2020-06-19,Canada to roll out tracing app as cases top 100 000 
24778,5680,2020-06-19,Explaining the infection 
24779,5681,2020-06-19,Visa of stranded foreign nationals extended for two months 
24780,5682,2020-06-19,IHC issues notices to PSO  Ogra on oil companys petition 
24781,5683,2020-06-19,AIIB approves $500m loan for Pakistans Covid-19 response 
24782,5684,2020-06-19,Budget 2020-21: No new tax in Rs139.5bn AJK budget 
24783,5685,2020-06-19,Lawmakers raise constituency issues during NA budget debate 
24784,5686,2020-06-19,PML-N seeks Yasmins resignation for insulting Lahorites 
24785,5687,2020-06-19,Four JuD leaders convicted in terror finance case 
24786,5688,2020-06-19,Home remittances suffered lower than expected losses 
24787,5689,2020-06-19,Industry decries turnover tax regime 
24788,5690,2020-06-19,Amazon asked to register 38 exporters from Pakistan 
24789,5691,2020-06-19,Manufacturing plunges 41pc in April 
24790,5692,2020-06-19,Pakistan likely to hold economic growth: ADB 
24791,5693,2020-06-19,Govt moves law to pass circular debt to consumers 
24792,5694,2020-06-19,Sindh information dept to clear payment against 66 newspaper bills 
24793,5695,2020-06-19,Court rules absconding Altaf ordered Imran Farooqs murder 
24794,5696,2020-06-19,Gwadar port contract is confidential  federal secretary informs Senate panel 
24795,5697,2020-06-19,PM calls for steps to restore educational activities 
24796,5698,2020-06-19,Justice Isa has nothing to do with UK assets  wife tells SC 
24797,5699,2020-06-19,Availability of drugs  beds in hospitals ordered 
24798,5700,2020-06-19,CM seeks inclusion of canal project in PSDP 
24799,5701,2020-06-19,Covid-19 test report must for entry to PA 
24800,5702,2020-06-19,Rs920 billion KP budget today 
24801,5703,2020-06-19,Punjab police get Rs72m for PPE 
24802,5704,2020-06-19,Uzair Baloch was convicted by military court in April for spying  ATC told 
24803,5705,2020-06-19,K-IV water project wrapped up in 2018 on PMs order  says Murad 
24804,5706,2020-06-19,MQM-P moves court against ECP notification about delimitation 
24805,5707,2020-06-19,I am hoping to make my Test debut on England tour: Haris Rauf 
24806,5708,2020-06-19,Sri Lanka sold 2011 World Cup final: minister 
24807,5709,2020-06-19,Australia batting coach Hick axed in coronavirus cull 
24808,5710,2020-06-19,England bound Pakistan squad to undergo Covid-19 tests on June 22 
24809,5711,2020-06-19,Uncapped Haider vows to impress  if given chance on England tour 
24810,5712,2020-06-19,Bilawal rejects PMs remarks about elected chief ministers 
24811,5713,2020-06-19,US blogger appeals judges FIR order 
24812,5714,2020-06-19,Govt vows greater transparency in second phase of CPEC 
24813,5715,2020-06-19,Govt starts efforts to win back BNP-Ms support 
24814,5716,2020-06-19,Pakistan opens border with Iran to resume trade 
24815,5717,2020-06-23,Beijing tests food  parcel couriers for coronavirus as city checks widen 
24816,5718,2020-06-20,Lord of the Rings actor Ian Holm dies at 88 
24817,5719,2020-06-20,Indias long-term aim is to redraw its north-western border at Chinas expense 
24818,5720,2020-06-20,Opinion: The virus: What can we do 
24819,5721,2020-06-20,Book review: You Choose Stories Scooby-Doo: The Case of the Cheese Thief 
24820,5722,2020-06-20,Art Corner 
24821,5723,2020-06-20,Facts? : What is a supermoon? 
24822,5724,2020-06-20,Story Time: The representative 
24823,5725,2020-06-20,The weekly weird 
24824,5726,2020-06-20,Spotlight 
24825,5727,2020-06-20,Fathers Day: The role fathers play 
24826,5728,2020-06-20,Cook-it-yourself: Cookies and chocolate chips mug cake 
24827,5729,2020-06-20,Website review: Test your language skills 
24828,5730,2020-06-20,Reflections: Health is priceless 
24829,5731,2020-06-20,Story Time: Extra food 
24830,5732,2020-06-20,Poet's Corner 
24831,5733,2020-06-20,Mailbox 
24832,5734,2020-06-20,Dads of different kinds 
24833,5735,2020-06-20,Peshawar High court clubs petitions against NAB law changes 
24834,5736,2020-06-20,Committees to check any SOP violation in sealed areas of Rawalpindi 
24835,5737,2020-06-20,Most beds for Covid unoccupied 
24836,5738,2020-06-20,Income beyond means: Inquiry against Sana converted into probe after Rs400m property found 
24837,5739,2020-06-20,Thousands defy SOPs to hold protest against corruption in water scheme execution 
24838,5740,2020-06-20,Order to appoint official assignee in Fazaia housing land scam suspended 
24839,5741,2020-06-20,Unchecked movement of people makes smart lockdown ineffective 
24840,5742,2020-06-20,Pakistani among beneficiaries of US court ruling on immigrants 
24841,5743,2020-06-20,UN resolution condemns systemic racism without naming US 
24842,5744,2020-06-20,Scholars  politicians lead anti-China wave in India 
24843,5745,2020-06-20,Australia under cyberattacks from sophisticated state actor 
24844,5746,2020-06-20,Italy agrees to soft quarantine before Serie A return 
24845,5747,2020-06-20,Sindh govt installs floodlights at KHA Complex 
24846,5748,2020-06-20,Shami ranks Indian pace attack best in history 
24847,5749,2020-06-20,Conditions at Southampton  Manchester to suit Pakistan  says Saqlain 
24848,5750,2020-06-20,SL government launches probe into 2011 World Cup final fixing allegations 
24849,5751,2020-06-20,Western border reopened for trade 
24850,5752,2020-06-20,FDI falls for third consecutive month in May 
24851,5753,2020-06-20,Pakistans fiscal deficit to widen in FY21: Fitch 
24852,5754,2020-06-20,Lockdown measures hurting existing projects  says report 
24853,5755,2020-06-20,BUDGET 2020-21: KP holds development spending steady at last year level 
24854,5756,2020-06-20,PMs aide discusses anti-virus efforts with Alyani 
24855,5757,2020-06-20,COMMENT: A question of judiciarys independence 
24856,5758,2020-06-20,BUDGET 2020-21: Rs68bn Gilgit-Baltistan budget unveiled 
24857,5759,2020-06-20,China charges Canadians with spying  leaves Trudeau disappointed 
24858,5760,2020-06-20,UN nuclear watchdog passes resolution criticising Iran 
24859,5761,2020-06-20,EU wrestles with rescue plan as China battles new outbreak 
24860,5762,2020-06-20,Seouls unification minister resigns over tensions on North Korea 
24861,5763,2020-06-20,PM orders fast-track reforms in PIA 
24862,5764,2020-06-20,AG to conclude arguments in sugar case today 
24863,5765,2020-06-20,Baloch lives matter 
24864,5766,2020-06-20,FM warns India against any misadventure 
24865,5767,2020-06-20,BUDGET 2020-21: Rs923bn KP budget focuses on health  tax relief 
24866,5768,2020-06-20,1 400MW additional electricity for Karachi approved 
24867,5769,2020-06-20,Barbs fly in NA as opposition rejects budget 
24868,5770,2020-06-24,International flights resume today 
24869,5771,2020-06-20,Govt  opposition hail SC ruling in rare accord 
24870,5772,2020-06-20,$1.5bn loan agreements signed to fight virus 
24871,5773,2020-06-20,Reference quashed but judge not out of the woods yet 
24872,5774,2020-06-23,Gul  my friend 
24873,5775,2020-06-23,Colonial hangover 
24874,5776,2020-06-23,Medics dont see benefits of lockdown after spike in infections 
24875,5777,2020-06-23,Giles confident Pakistan's England tour will go ahead despite positive virus cases 
24876,5778,2020-06-23,COMMENT: Against judicial pessimism 
24877,5779,2020-06-23,Fearing second Covid-19 wave  Europe aims to train 'army' of medics 
24878,5780,2020-06-23,Foreign dependence continues for agri in Sindh budget 
24879,5781,2020-06-23,Another oil crisis 
24880,5782,2020-06-23,A wash-rinse-repeat exercise 
24881,5783,2020-06-23,Is China telling Modi something? 
24882,5784,2020-06-23,Virus pushing millions of South Asia children into poverty  says UN 
24883,5785,2020-06-23,FBR exempts duties  taxes on Remdesivir 
24884,5786,2020-06-23,Home and away 
24885,5787,2020-06-23,Virus numbers surge globally as many nations ease lockdowns 
24886,5788,2020-06-23,WHO warns of accelerating pandemic 
24887,5789,2020-06-23,Gold scales new peak of Rs102 000 per tola 
24888,5790,2020-06-24,ECC enhances borrowing powers of provinces 
24889,5791,2020-06-23,China  India agree to reduce tensions after deadly clash 
24890,5792,2020-06-23,7 more Pakistan cricketers test positive for coronavirus  PCB says England tour 'on track' 
24891,5793,2020-06-24,Saudi Arabia to allow around 1 000 pilgrims to perform Haj  says minister 
24892,5794,2020-06-23,From bouquets to brickbat: Healthcare workers in the time of Covid-19 
24893,5795,2020-06-25,3 cops arrested for stripping  abusing man at Peshawar police station 
24894,5796,2020-06-24,Nepra tells KE to submit detailed report over complaints of excessive load-shedding  inflated bills 
24895,5797,2020-06-24,Soccer teams turning to virtual 'fan tokens' to raise money 
24896,5798,2020-06-24,Faakhir collaborates with his children for a fun song in lockdown 
24897,5799,2020-06-24,Over 1 000 EU lawmakers endorse letter demanding halt to Israel's annexation plan 
24898,5800,2020-06-24,India calls in army to run facilities in Delhi as virus cases surge 
24899,5801,2020-06-24,Qureshi warns India against attacks  says Islamabad will respond in kind 
24900,5802,2020-06-24,Ye Water Cooler Aap Ka Hua! 
24901,5803,2020-06-24,Huawei opens Shanghai flagship store as US pressure grows 
24902,5804,2020-06-24,Why do we only remember our entertainment legends once they have died? 
24903,5805,2020-06-24,Hafeez says he has tested negative for Covid-19 
24904,5806,2020-06-24,Johnson & Johnson told to pay $2.1bn over cancer-causing talcum powder 
24905,5807,2020-07-08,What are Covid-19 anti-bodies? Does it help to test for them? Here's what is known so far 
24906,5808,2020-06-24,William Dalrymple's bestseller The Anarchy is getting a TV adaptation 
24907,5809,2020-06-24,'This takes the cake': Kyrgios hits out at Djokovic 'stupidity' 
24908,5810,2020-07-14,Another spike in coronavirus infections brings India past 900 000 cases 
24909,5811,2020-06-24,Black artists call on Hollywood to prove Black Lives Matter 
24910,5812,2020-06-24,Pakistan's Covid-19 response: Are we testing enough? 
24911,5813,2020-06-24,Justice on trial: 'A vengeful government is not willing to take the humiliation lying down' 
24912,5814,2020-06-24,Trump to extend US work visa freeze to year-end 
24913,5815,2020-06-24,The mess that is Karachi 
24914,5816,2020-06-24,South Korean activist floats leaflets to North amid tensions 
24915,5817,2020-06-24,US  Russia divided over Chinese role in nuclear talks 
24916,5818,2020-06-24,UN seeking to verify record after mercury hits  38°C in Arctic 
24917,5819,2020-06-24,Amazon pledges $2bn investment to fight climate change 
24918,5820,2020-06-24,Germany orders fresh lockdowns in two areas after coronavirus outbreak 
24919,5821,2020-06-24,Bulls toss index over 34 000 
24920,5822,2020-06-24,Dollar gains Rs1.07 in interbank 
24921,5823,2020-06-24,China soy buyers ask exporters to guarantee coronavirus-free cargoes 
24922,5824,2020-06-24,SBP to finance two pilot housing projects 
24923,5825,2020-06-24,Gold continues to rise 
24924,5826,2020-06-24,Govt aiming for 4-4.5pc growth over next three years 
24925,5827,2020-06-24,First detailed view on tax exemptions emerges 
24926,5828,2020-06-24,Emirates suspends passenger services from Pakistan for a few days 
24927,5829,2020-06-24,Reporters boycott Balochistan Assembly session in protest against torture of two Chaman journalists 
24928,5830,2020-06-25,Company linked to PMs Digital Pakistan unit stirs controversy 
24929,5831,2020-06-24,Chohan asks disgruntled Fawad to quit govt 
24930,5832,2020-06-24,US blogger Cynthia Ritchie moves court against Rehman Malik 
24931,5833,2020-06-24,Migratory birds flock to Pakistan as lockdowns keep poachers at bay 
24932,5834,2020-06-24,PTI govt guilty if death toll multiplies: Sherry 
24933,5835,2020-06-24,No decision taken to quit PTI coalition  says Jam Kamal 
24934,5836,2020-06-24,Sheedi lawmaker targets scourge of racism 
24935,5837,2020-06-24,Trump determined to pull troops out of Afghanistan: ex-aide 
24936,5838,2020-06-24,40pc poor countries fail to back needy schoolchildren  says Unesco 
24937,5839,2020-06-24,Plea against NFC composition referred to IHC CJ 
24938,5840,2020-06-24,PTI lawmakers in NA blast own govts at Centre  Punjab 
24939,5841,2020-06-24,Apex court asks AG to meet  A.Q. Khan to allay his concerns 
24940,5842,2020-06-24,9 532 violations of health guidelines in single day 
24941,5843,2020-06-24,Taliban kill eight Afghan security personnel ahead of talks 
24942,5844,2020-06-24,Ministers see red after Fawad spills the beans about rifts 
24943,5845,2020-06-24,India initiates diplomatic spat with Pakistan 
24944,5846,2020-06-24,KP hospitals directed to allocate 20pc beds for Covid-19 patients 
24945,5847,2020-06-24,Community schoolteachers being paid less than minimum wage 
24946,5848,2020-06-24,CM assures maximum relief to all sectors affected by pandemic 
24947,5849,2020-06-24,FDE daily-wage employees could lose three months of salaries 
24948,5850,2020-06-24,PTI MNA seeks 50pc reduction in private school fees during pandemic 
24949,5851,2020-06-24,PIA plane crash: Replies sought on plea for probe by judicial commission 
24950,5852,2020-06-24,Lahore High Court takes notice of MPAs threat call to medics 
24951,5853,2020-06-24,Report sought from Punjab Blood Transfusion Authority on plasma sale 
24952,5854,2020-06-24,Punjab cabinet to decide on early release of wheat to mills 
24953,5855,2020-06-24,No sacrificial animal market in Lahore 
24954,5856,2020-06-24,Teen commits suicide after missing task in online game 
24955,5857,2020-06-24,Zardari suggests state handle Balochistan carefully 
24956,5858,2020-06-24,Woman killed after inhuman treatment for resisting husbands second marriage 
24957,5859,2020-06-24,MQM-P asks centre  army chief  CJP to help get reasonable funds for Karachis uplift 
24958,5860,2020-06-24,SHC restrains govt from taking action against 20 sugar mills of Sindh 
24959,5861,2020-06-24,Opposition  treasury confrontation derails debate on budget in Sindh Assembly 
24960,5862,2020-06-24,Virus-hit Dybala still dangerous for Juventus 
24961,5863,2020-06-24,Aussies watching carefully when cricket starts in England 
24962,5864,2020-06-24,Tennis star Aisam represents Pakistan on Olympic Day 
24963,5865,2020-06-24,Australia  NZ favourites to host womens World Cup 
24964,5866,2020-06-24,Govt reconstitutes Pakistan Sports Board comprising eleven members 
24965,5867,2020-06-24,Djokovics positive test casts doubt on tennis return in August 
24966,5868,2020-06-24,Fate of this years SAFF Championship to be decided in July 
24967,5869,2020-06-24,CINEMASCOPE: THE JAWS OF RACISM 
24968,5870,2020-06-24,SOCIETY: A MORE RESPONSIBLE APPROACH 
24969,5871,2020-06-25,Peshawar High Court directs hospital to facilitate woman seeking sex reassignment surgery 
24970,5872,2020-06-25,CJP takes notice of video clip threatening Justice Qazi Faez Isa 
24971,5873,2020-06-26,Opposition lambastes PM Imran for saying Osama bin Laden was 'martyred' 
24972,5874,2020-06-25,Dhoop Kinare all set to air in Saudi Arabia 
24973,5875,2020-06-25,FO 'disappointed' with US report on terrorism 
24974,5876,2020-06-25,Former PM Raja Pervez Ashraf acquitted in Sahiwal Rental Power Project case 
24975,5877,2020-06-25,KE attributes prolonged power outages in metropolis to shortage of furnace oil 
24976,5878,2020-06-25,SBP cuts policy rate by 100 bps to 7pc 
24977,5879,2020-06-25,Peshawar cops involved in man's torture remanded into police custody for 2 days 
24978,5880,2020-06-25,Abhay Deol reveals details about nepotism in Bollywood  one film at a time 
24979,5881,2020-06-25,SAPM says not all people who travelled outside Pakistan tested positive 
24980,5882,2020-06-25,A story of swollen feet: India's migrant workers and the physical toll of walking home during the lockdown 
24981,5883,2020-06-25,Who would be the first to get a Covid-19 vaccine? 
24982,5884,2020-06-25,T-series removes Atif Aslam's song from YouTube after backlash 
24983,5885,2020-06-25,Gone with the Wind returns to HBO Max with commentary on slavery 
24984,5886,2020-06-25,Plasma therapy for Covid-19: The hopes and the hype 
24985,5887,2020-06-25,Preliminary probe of PIA crash has revealed a litany of fatal errors 
24986,5888,2020-06-25,Red Zone Files: PTIs festering fault lines 
24987,5889,2020-06-25,John Bolton's book deserves to be read  but only once 
24988,5890,2020-06-25,Govt employees stage protest for increase in salary 
24989,5891,2020-06-25,Four including ENT specialist die of coronavirus 
24990,5892,2020-06-25,Videos of police brutality trigger outrage on social media 
24991,5893,2020-06-25,Pindi laboratories Covid-19 testing capacity to reach 600 tests daily: commissioner 
24992,5894,2020-06-25,IHC disposes of petition seeking protection for under-trial prisoners 
24993,5895,2020-06-25,Campaign being launched to honour services of healthcare workers 
24994,5896,2020-06-25,Ground surveillance in Ramna sub-sectors to begin in three days 
24995,5897,2020-06-25,Coronavirus spread being controlled as new cases stay below 400: capital admin 
24996,5898,2020-06-25,Murder case against four cops in DG Khan for death in custody 
24997,5899,2020-06-25,Punjab CM orders action against overcharging of Covid pills 
24998,5900,2020-06-25,Millers see flour costlier for PTI voters 
24999,5901,2020-06-25,LHC seeks reply from Centre on plea against changing BISP name 
25000,5902,2020-06-25,PR to install automated warning system at level crossings 
25001,5903,2020-06-25,40 more areas of Lahore locked down from midnight 
25002,5904,2020-06-25,25 cartons of stolen medicines recovered as probe into pilferage makes progress 
25003,5905,2020-06-25,20 lawmakers participate in smooth budget debate in PA 
25004,5906,2020-06-25,Murad reviews rain emergency measures across Sindh 
25005,5907,2020-06-25,Mystery object in space may be smallest black hole 
25006,5908,2020-06-25,Kosovo president charged with war crimes over 1990s killings 
25007,5909,2020-06-25,Taliban kill seven Afghan military personnel in raid on army post 
25008,5910,2020-06-25,Putin reviews military parade on eve of vote that could extend his rule 
25009,5911,2020-06-25,Virus death toll nears half a million as cases surge in US  Latin America 
25010,5912,2020-06-25,Boy arrested for Facebook criticism of BD prime minister 
25011,5913,2020-06-28,China gives version of clashes  demands Indias withdrawal from Galwan valley 
25012,5914,2020-06-25,Over 100 Rohingya rescued off Indonesia 
25013,5915,2020-06-25,19 federations may receive annual grant from PSB before June 30 
25014,5916,2020-06-25,Connor to become MCCs first female president 
25015,5917,2020-06-25,AFC president sure Asian football will resume this season 
25016,5918,2020-06-25,PCB disappointed with Hafeez over retesting 
25017,5919,2020-06-25,Rashid Latif blasts PCB  players for ignoring Covid-19 threat 
25018,5920,2020-06-25,Former Olympians demand hockey representation in new PSB set-up 
25019,5921,2020-06-25,PSX gets new chief operating officer 
25020,5922,2020-06-25,Rs112.1bn raised from PIBs 
25021,5923,2020-06-25,Gold rate spiral continues 
25022,5924,2020-06-25,Finance bill clears Senate 
25023,5925,2020-06-25,Goods imports enjoy most sales tax exemptions 
25024,5926,2020-06-25,Current account posts $13m surplus 
25025,5927,2020-06-25,Sarmaya company may be abandoned 
25026,5928,2020-06-25,Consumer groups oppose move to hike gas prices by 110pc 
25027,5929,2020-06-25,Bilawal wants minister to quit over air crash 
25028,5930,2020-06-25,Bid foiled to smuggle medicines to Afghanistan 
25029,5931,2020-06-25,Isas wife says her family is receiving threats 
25030,5932,2020-06-25,Ministry told to devise system to address overseas Pakistanis grievances 
25031,5933,2020-06-25,PIA to ground 150 pilots with dubious licences 
25032,5934,2020-06-25,UN  Arab League urge Israel to abandon annexation plans 
25033,5935,2020-06-25,Talk to opposition  Saad Rafique advises PM 
25034,5936,2020-06-25,IMF lowers countrys growth forecast to 1pc 
25035,5937,2020-06-25,Senate rejects cut in its budget as unconstitutional 
25036,5938,2020-06-25,Emirates service suspension comes after 30 passengers from Pakistan test positive 
25037,5939,2020-06-25,Glimmer of hope as number of cases goes down slightly 
25038,5940,2020-06-25,BHC voids Hafeez Sheikhs appointment as NFC member 
25039,5941,2020-06-25,The petrol fiasco 
25040,5942,2020-06-26,262 pilots under investigation for 'dubious' credentials to be grounded  says aviation minister 
