Date,Combined_News
2019-10-16,"Pakistan's debt to rise to over 78% of GDP: IMF,Brexit clarity possible in next few hours,Market watch: KSE-100 rises nearly 200 points due to investor optimism,Oil steadies below $59, weaker economic outlook weighs,SBP cautions banks against money laundering, terror financing,Pakistan's textile millers demand removal of cotton import duty,POL?s profit rises 9%  to Rs3.88 billion,PTI govt's efforts to widen tax base partially successful,In Pakistan, carmakers dismiss talk of plant shutdown,IMF keeps macroeconomic projections unchanged,Drop in imports sparks industrial slowdown fears in Pakistan, Over 60% of FBR taxes to be consumed in debt servicing,Tusk says in theory deal can be accepted on Thursday,Benchmark index increases 0.58% to settle at 34,281.09,Prices gain some support from signs of further curbs by OPEC in December,Prime objective of framework is to strengthen trade related AML/CFT regime and conserve foreign exchange ,Quality of locally produced cotton had deteriorated: APTMA ,It comes due to reduction in expenses of company,Administrative problems and poor data quality hinder drive,Says company will continue non-production days as sales plunge,Sees slight rise in unemployment that indicates impact of economic slowdown,Adviser worried over low raw material imports; blames rupee fall, high interest cost"
2019-10-17,"Foreign exchange: SBP reserves jump $56m to $7.8b,Market watch: KSE-100 drops 383 points on political uncertainty,Oil falls but losses limited by new Brexit deal,Mismanaged affairs: Punjab agricultural marketing dept in dire straits,Pakistan Customs to launch swift cargo clearance system,NA committee to discuss cultivation of GM corn,Egypt eager to invest $1 billion  in Pakistan,Boosting revenues a big challenge: FBR official,Pakistan's kinnow exporters oppose minimum purchase price,PTI govt divided over control of halal authority, Central bank cites no reason for improvement,Benchmark index decreases 1.12% to settle at 33,898.56,Industry data shows larger-than-expected build-up in US inventories,Ambiguity regarding the implementation of new laws has pushed the department into administrative and financial crisis ,AEO programme will shorten average time taken to clear import, export consignments,Many committee members reject idea of GM maize commercial sowing,Egypt could help Pakistan completely get rid of Hepatitis C,Says Federal Board of Revenue working on removing tax exemptions to raise revenues
,Argue Rs1,000-per-40kg price will badly hurt citrus exports,Discussions held on proposal of placing PHA under control of commerce ministry"
2019-10-18,"Market watch: Stocks edge down 28 points over FATF decision,'$1.2b penalty in Karkey case likely to be waived',Oil ticks up as rising crude stocks offset by product demand,'Stable coins' could hinder efforts to stamp out money laundering,FATF gives Iran until Feb 2020 to tighten anti-money laundering rules,Pakistan gets four months to avoid FATF blacklist,China offers Pakistan an avenue for jewellery exports,SECP taking initiatives to facilitate start-ups,'Pakistan banned import of genetically modified maize seeds on health grounds',FDI soars to 26-month high at $385.3m in Sept,Pakistan?s mobile ecosystem contributes $16.7b to GDP,OGRA, Finance Division suggest rationalisation of oil margins,PTI govt crafts strategy to stop smuggling,PTI govt approves Rs40 billion worth of projects, Benchmark index decreases 0.08% to settle at 33,870.15,Babar Awan says global firms, through high-level backdoor contact, agreed to the move,Concern over economic slowdown in China countered by bullish signals from refiners,Facebook unveiled Libra in June as part of its push into e-commerce and global payments,FATF tells Iran to comply with international norms after which it would urge all its members to apply counter-measures,'Tangible progress' helps Islamabad stay on grey list until Feb 2020,PCJCCI chief says Pakistan has fifth largest gemstone reserves,SECP will amend the Companies Act with an objective to facilitate start-ups,Ministry official cautions import of such seeds will hurt country?s exports,Investment in first quarter of FY20 improves to $542.1 million,GSMA report says timely actions are needed for harnessing benefits of digitalisation
,Say OMCs, dealers are seeking higher margins on petrol and diesel sale,Announces anti-smuggling and border management measures,Recommends two mega schemes costing Rs55.5b to ECNEC"
2019-10-19,"Malaysian businessmen keen to invest in Pakistan,IMF sidesteps clash with US over funding,Corporate Results: Engro Fertilisers' profit falls 34.7% to Rs3.3b,Frieslandcampina Engro posts loss of Rs808.8m,E-commerce policy linked with women empowerment,Chinese investors planning to invest $5b in SEZs,Challenges to execution of CPEC projects addressed,Pakistan's current account deficit narrows to 41-month low, Malaysian High Commissioner Ikram Muhammad Ibrahim hosted a reception to celebrate Malaysia?s 62nd National Day,Delays changes to shareholding structure to December 2023,Drop comes mainly on back of spike in finance cost
,Earnings dented by lower-than-expected gross margins,Initiative will complement e-commerce, promote financial inclusion,Envoy pledges investment in small, medium-sized industrial units,Planning secretary tells meeting CPEC is progressing satisfactorily,Deficit contracts 80% to $259m in September, but at cost of economic growth"
2019-10-20,"PTI govt plans increase in Pakistan's meat production,Provinces seek place in FBR Board-In-Council,Economy on the right path, Hafeez Shaikh tells US investors,PM Imran hails economic turnaround,Pakistan will achieve all FATF targets in time: Qureshi,PTI govt to introduce 12 systems under e-office project,Flour mills cartelisation case to be sent to CCP,In Pakistan, businesses prioritise consumer experience,Australian envoy stresses exploring new avenues for trade with Pakistan,KSE-100 plunges after bull-run for two weeks,FBR serves tax notices on restaurants,ML-I to get back on track as govt removes bottlenecks, Plan includes establishment of 9,000 farms across the country,Also want representation in Pakistan Revenue Automation Limited,Finance adviser woos heads of big banks, companies to invest in Pakistan,Imran Khan asks provinces to launch mobile app on prices of eatables,Shah Mehmood Qureshi urges opposition to avoid any steps that may strengthen Indian narrative ,NITB introducing self-information management system for monitoring implementation of cabinet?s decisions,Despite a ban, millers continue to increase flour prices,Invest in new technology to increase interaction with customers,Says Pakistan and Australia have significant prospects to uplift bilateral relations and investment
,Investors wary due to FATF review, uncertainty on domestic front,Provinces oppose move, arguing services is provincial subject,Govt to take around $9b loan on its books to finance much-delayed scheme"
2019-10-21,"Market watch: Stocks battered following FATF review meeting,Oil prices fall as global demand concerns grow,NAB forms panel to allay businessmen's reservations,A small group of people plundered national wealth in the past: PM,Mahathir warns of possible trade sanctions on Malaysia,IMF appreciates 'tough decisions' being made to stabilise Pakistan's economy,PTI govt mulls provision of facilities to SEZ firms,Ceasefire in US-China trade war but victory far,Any steel sector strategy without PSM cannot work,In Pakistan, businesses set aside social responsibility,Trade and economic warfare: how  ready are we?,PTI govt looks the other way as system rots, Benchmark index decreases 785.42 points to settle at 33,084.73,Decline comes despite bullish signals from Europe,Six-member committee will have advisory role,Imran says Pakistan has been deprived of billions of dollars due to corruption,Mahathir also complains of being bullied by powerful nations,IMF MD Krsitalina Georgieva assures Pakistan of continued support for successful implementation of reforms,BoI gives consent to exempt export-oriented companies from turnover tax; awaits FBR?s reply,There is no written deal that indicates negotiations can be quite long

,PSM can be upgraded to production capacity of 3-5m tons per annum

,Indulge in deceptive marketing practices to maximise their profits
,Economics has taken over foreign, domestic policy, is used as weapon to wage war
,Tackling corruption, mismanagement should be focus of all policy decisions"
2019-10-22,"Market watch: PSX gets relief after bearish session,Oil rises on optimism about US-China trade deal,Renault chairman vows to get Nissan alliance back on track next year,Since inception, ETPB has not made proper valuation of assets,PTI govt denounced for delay in PSM revival plan,China seeks $2.4 billion in sanctions against US,PTI govt reviews proposals  for cottage industry,Punjab govt to make livestock sector profitable,Pakistan's edible oil industry seeks uniform quality standards,Non-performing loans rise 13% to Rs768b in first half of 2019,World Bank president to visit Pakistan by month end, Benchmark index increases 114.23 points to settle at 33,198.96,Bearish forecasts of build-up in US crude stockpiles cap gains,Says other matters such as potential tie-up with Fiat Chrysler are less of priority,Board proposes forming high level committee to reclaim its properties,Senate panel notes one cabinet member is facilitating steel scrap smuggling,WTO says US could face Chinese sanctions if it does not remove certain tariffs,Finance ministry seeks FBR?s views on tax and duty exemption,Minister for focusing on animal health, nutrition, improved farmhouses,Demand double marking fee on ghee and edible oil industry to be immediately withdrawn,Many businesses stop repaying debt due to economic slowdown,David Malpass, PM Imran expected to launch strategy for doing business reforms"
2019-10-23,"Market watch: KSE-100 extends gains as political clarity emerges,Oil slips as US stocks rise but prospect of OPEC action supports,PIA to resume flights to Dubai from Faisalabad,Mari Petroleum's profit jumps 45% to Rs7.46b,Shell reports Rs877.5m loss due to oil price volatility,PTI govt, APTMA forming long-term textile policy,Senate panel calls for curbing fruit smuggling,Tender for Pakistan Post software system awarded ?at high cost?,Pakistan seeks financing for CPEC?s western route, Benchmark index increases 240.73 points to settle at 33,439. 69,OPEC mulling whether to deepen production cuts over weak demand concerns ,Flights on the route had been halted seven to eight years ago,Rise comes on back of surge in finance income and net sales,Challenges also include rupee depreciation, higher tax rates,Policy will set direction for sustainability, growth of textile sector,Recommends swift appointment of quarantine officers in Balochistan to tackle issue,It will cost Rs130m per year compared to earlier contract given at Rs70m,Requests Beijing to sign deal to execute road project hindered by lack of funding"
2019-10-24,"Foreign exchange: SBP reserves increase $79m to $7.89b,Market watch: KSE-100 gains on positive EODB report,Oil steadies above $61, weak demand outlook weighs,Pakistan will become one of the top investment destinations before end of 2020: PM Imran,Ease of business: Pakistan up 28 places on World Bank index,Reforms will revive economy: Khusro Bakhtiar,?Smart subsidy? suggested for small farmers,PSX?s profit increases 16% to Rs31.46m,In Pakistan, businesses continue to borrow amid economic slowdown,Lack of banking channels hinders Pak-Iran trade,PTI govt decides to close fertiliser marketing firm,Large-scale manufacturing contracts 6% in Jul-Aug,Heatwave destroys one-third of cotton crop in Pakistan,FATF 27 points to be implemented by Jan 2020: Azhar,PM Imran seeks to expedite setting up of SEZs,PTI govt moves to unearth benami assets, Central bank cites no reason for improvement,Benchmark index increases 322.79 points to settle at 33,762.48,Earlier, market was supported by surprise drop in US crude stocks,Improvement in the rankings was one of the promises made in the PTI manifesto, says premier,Pakistan is also among top 10 countries with the most improved business climate,Says PTI govt is focusing on promotion of ICT, artificial intelligence, tourism and agriculture,In Pakistan, landholding is mostly concentrated in the hands of 10% rich landlords, who own over 50% of farmland,Risk-free investment in govt securities supports earnings,Real estate, auto, IT and pharmaceutical sectors record surge in borrowings,Iran consul general says this is giving rise to massive indirect trade,Cabinet discusses rationale of running corruption-plagued NFML,It signals deeper economic slowdown that will increase unemployment
,Senator stresses need for developing heat-tolerant, insect-resistant seed varieties,PTI minister says autonomous global money-laundering watchdog secretariat would be established,PM Imran says provinces will be taken on board for this federally-led initiative,Benami Transaction (Prohibition) (Amendment) Ordinance is among eight ordinances that the federal cabinet had approved"
2019-10-25,"Japan trade minister resigns amid melon donation scandal,Global climate fund gets $9.8b in fresh financing pledges,Market watch: KSE-100 loses 105 points in range bound trading,Oil prices steady, on track for large weekly gain,ILO working to improve labour welfare in Pakistan,International Chamber of Commerce launches revised Incoterms 2020,Trade deals eroding market access,President Alvi backs action against corrupt taxmen,Engro Corp?s profit surges 23% to Rs21.9b,In Pakistan, businessmen worried about impact of sit-in  on economy,NAB does not pursue tax evasion cases: Javed Iqbal,Petroleum Division seeks Rs6.6b for LNG supply, Sugawara was accused of giving gifts to voters in his Tokyo constituency,The money was used to help finance rapid-transit bus system in Karachi,Benchmark index decreases 0.31% to settle at 33,657.46,Surprise drop in US stocks, OPEC action outweigh economic concerns,Official emphasises ratifying and implementing global labour standards ,These rules will help prepare business for next century of global trade,Pakistan?s private sector should adopt a proactive approach in order to search for new markets and improve exports,FTO had sought action against FBR officers involved in vehicle smuggling, sale,Increase comes on back of jump in other income,Say district administrations have seized goods containers for blocking roads,Javed Iqbal assures businessmen of addressing concerns,Earlier, ECC had decided cost of gas, power supply to SEZs will be met through PSDP"
2019-10-26,"Banks give Rs26.8b worth of loans to young entrepreneurs,PM aide hopeful of increase in foreign investment,Farmers' body demands govt write off loans,OGDC's profit inches up 2% to Rs27.3b,North-South gas pipeline project in doldrums,FBR provisionally attaches alleged benami properties,Pak Suzuki Motor records loss of Rs1.16b,NA panel doubts FBR missed target due to low imports,Pakistan unlikely to meet debt reduction targets, Lending aimed at helping set up businesses or expand existing enterprises,Says improvement in ease of doing business ranking will create favourable business environment,Seeks assistance for agricultural areas impacted by extreme weather conditions,Rise comes mainly due to rupee depreciation,Despite Pakistan?s requests, Russia unable to provide firm free from US sanctions for the project,Suspects real owners are political persons keeping assets in others? names  ,Loss comes on back of massive dip in auto sales,Also suspects 16% rise in tax collection comes from blocking refunds, high inflation,High debt a hurdle in achieving goals but govt hopes it will make progress"
2019-10-27,"PM Imran directs economic team to promote SMEs,Chinese economy on path of stability,IMF sends mission to Pakistan for performance review,US, China close to finalising part of trade deal,In Pakistan, export orders worth millions at risk as containers seized ahead of Azadi March,'Exporters should quote competitive prices','Punjab secured only two major CPEC projects',Political noise, weak results drag index down,Rupee continues to recover, gains Rs4.16 in four months,ExxonMobil to help build LNG terminal in Pakistan, Imran Khan expresses satisfaction on positive trajectory of economic indicators,Expert says positive factors will drive a rebound for economy,PTI govt?s position remains comfortable on six performance criteria,Headway made on specific issues; talks will continue
,Shipments are not reaching ports on time; vessels are sailing away,Delegation from China?s agriculture sector to arrive by month end,Economist talks about province?s investment share in CPEC,KSE 100-share Index dips 213 points to finish at 33,657,May strengthen further on expectations of foreign currency inflows,Will join hands with a consortium that has sought letter of intent from PQA"
2019-10-28,"Market watch: KSE-100 advances 204 points amid buying in cement,Britain to 'strain every sinew' help finance sector after Brexit,Energy companies turn to animal dung for clean power,Unemployment fuels unrest in Arab states: IMF,Oil falls on weak Chinese industrial data,Top executives expected at Saudi 'Davos in desert',EU nations agree Brexit delay until January 31,Work on Rashakai SEZ to start next month,Mobilising rural economy through poultry farming,Contrary to slogan of job creation, unemployment on the rise in Pakistan,Protectionism ? a major cause of de-industrialisation,Which comes first - markets or governance?,Dire need to address foreign exchange bottleneck,Talks between traders, FBR fail to make headway, Benchmark index increases 0.61% to settle at 33,861.59,Financial firms in Britain will lose unfettered direct access to investors in bloc,Company claims that the manure produced daily by two horses can generate heat for a single family home for a year,Fund slashes outlook for region's three largest economies, Saudi Arabia, Iran and UAE,Traders are optimistic as US, China are close to finalising some parts of a trade deal,The event aims at presenting the kingdom as a dynamic investment destination,Brexit hangs in balance as politicians are far from reaching consensus on divorce deal,$130 million will be invested in the special economic zone,Better livelihood opportunities in rural areas slow down migration to urban centres,Ongoing structural reforms, aimed at fixing economy, have hurt almost every sector,Pakistan must adjust policies with changing global trade patterns,Govt needs to give priority to building markets while working with weak institutions,Policymakers will have to adopt Look East policy to solve problem,APAT adamant to hold shutter down on Oct 29, 30 over CNIC condition"
2019-10-29,"Market watch: KSE-100 slips into red amid political noise,Saudi Aramco aims to begin planned IPO on Nov 3,Submarine cable fault disrupts internet services in Pakistan,Oil slips to $61 on OPEC+ doubts, US inventories in view,Metro bus section to be completed by Feb 2020,'Punjab targeting Rs250b budget surplus',Balochistan govt puts Quetta Mass Transit project on hold,K-P bans export of wheat to Afghanistan,SBP paints bleak economic outlook for FY20,Sindh invites bids for SEZ development,Fauji Fertiliser?s profit jumps 32% to Rs13.2b,Dell Technologies sees potential in Pakistan?s tech sector,PTI govt intends to lift rice exports to highest-ever level,More efforts needed to come out of FATF grey list, says Baqir,Rising debt hinders Pakistan?s growth,PM Imran misinformed about gas reserves near Karachi coast, Benchmark index decreases 64.08 points to settle at 33,797.51,Company looking to float 1% to 2% stake on kingdom's Tadawul market,Sources say one fault happened near Fujairah, UAE and another near Pakistani shores due to Kyarr Cyclone,US crude stocks are likely to be higher by around 700,000 barrels in weekly supply reports,NHA tells Senate panel that work on 25.6km road track has been completed,Stresses financial position of province is stable and improving,Decision taken on basis of a pre-feasibility study that found scheme financially unviable,CM Mahmood warns against hoarding stocks of wheat, flour,State Bank of Pakistan's annual report keeps Pakistan's GDP growth projection at 3-4%,Initial development work will take around eight months
,Fauji Fertiliser Company announces interim cash dividend of Rs2.20 per share,Official says 5G introduction will generate new business models,Abdul Razzak Dawood holds meeting to thrash out proposals for enhancing exports,SBP governor acknowledges progress has been made on FATF?s action plan,Pakistan faces difficulties in reducing debt despite tightening fiscal policies,PPL chief says 86% chance no reserves would be found at Kekra-I well"
2019-10-30,"Saudi crown prince to decide Aramco IPO: minister,OGRA recommends one-rupee hike in petrol price,Market watch: KSE-100 extends losses in range-bound trading,Oil steady as trade concerns vie with drop in inventories,Govt capitulates to traders? demands,Internet services fully restored in Pakistan: PTCL,PM Imran directs authorities to finalise tariff policy,KAPCO?s profit rises 84%  to Rs5 billion,Indus Motor?s profit drops 62.4% to Rs1.32 billion,Pakistan's auto sector in trouble but used car demand rises,Urea sales decline 35% in September,Govt work suffers due to unreasonable NAB investigations, say cabinet members,PTI govt likely to abandon plan for LPG-air mix plants,Traders strike continues as talks with PTI govt deadlocked,Pakistan asks IMF to ease curbs on financial system, IPO delayed till December, reportedly over MBS' dissatisfaction on valuation,Suggests increase of Rs0.27 per litre in high-speed diesel rate,Benchmark index decreases 36.10 points to settle at 33,761.41,United States, China continue to work on interim trade agreement,Relaxes registration conditions; reduces income tax rates by 66%; puts off CNIC condition,Internet users faced difficulties in accessing online content after international submarine cable developed fault,Trade secretary says exports could not be increased until govt removed import duties ,Support comes from higher sales, income from other business,Declining volumes drag earnings down; board announces dividend of Rs7 per share,Economic slowdown, rupee devaluation push consumers to go for second-hand cars,Fall comes due to seasonality factor, price hike,Cabinet members resist NAB demand for urea import documents,Petroleum Division considers provision of pipeline gas or LPG cylinders more feasible,FBR refuses to go easy on CNIC condition, demand for fixed tax scheme; govt side hopes breakthrough today,Net domestic asset targets are stringent that may create liquidity problems"
2019-10-31,"PTI govt increases petrol price by one-rupee per litre for November,Market watch: Investors cheer cut in PIB yields as KSE-100 rises,Foreign exchange: SBP reserves inch up $22m to $7.9b,Oil prices dip as US crude stocks and demand outlook weigh,China rolls out 5G services in race to narrow tech gap,Boeing says up to 50 planes grounded globally over cracks,NEPRA refuses Rs2.97 per unit increase in tariff,Govt approves Rs419m grant for Al-Tuwairqi Steel case,PPL profit inches  up 4% to Rs14.3b,PSO profit drops 17%  to Rs3.5b,Govt likely to raise wheat, sugarcane support prices,CDWP approves seven projects worth Rs26.1b,PIA increases flights to Middle East,Ban on new gas connections for CNG outlets removed,ECC approves power tariff cut for some consumers, Price of LDO comes down to Rs85.33 per litre from Rs91.89,Benchmark index gains 442.27 points to settle at 34,203.68,Central bank cites no reason for improvement,Protracted US-China trade war weighs on demand outlook for oil,China Mobile announces its services are available in 50 cities - including Beijing, Shanghai and Shenzhen,Qantas was the latest airline to take one of the planes out of the air,Power producers caused additional burden of over Rs7b on power consumers due to generation of expensive electricity,Saudi Arabia?s Al-Tuwairqi Group has filed case in court of arbitration,Earnings per share stand at Rs6.33 in Jul-Sept quarter,Decline comes on back of surge in finance cost,Wheat price may be increased to Rs1,400 per 40 kg,Recommends three schemes of Rs52b to ECNEC,PIA connects more cities to the UAE as it launches flights from Faisalabad and Multan to Dubai,These filling stations will now run on imported LNG,Gives go-ahead for release of 650,000 tons of wheat to K-P, Sindh, Balochistan"
2019-11-01,"Energy giants face 35% output cut to hit Paris climate goals,Market watch: KSE-100 rises 174 points in range-bound trading,Oil rises on hopes for US-China trade deal,WTO panel rules India export subsidies illegal, upholds US case,China kicks off commercialised 5G services,Russian firm refutes allegations levelled by Pakistan's petroleum ministry,Pakistan?s ease of business reforms to create jobs, more investment: WB President,Smartphone sales rebound after two-year slump,PM Imran greenlights plan for tax assessment surveys,SMEDA functioning without CEO for past six months,PTI govt asked to strengthen cigarette tracking system,SBP starts implementing faster retail payment system,Pakistan requests IMF to cut tax target by Rs300b, Paris deal enjoins nations to limit temperature rises to well below two-degree Celsius,Benchmark index gains 0.51% to settle at 34,377.61,Prices are also supported by China's factory activity that expanded at fastest pace since 2017,Calls on India to withdraw export-contingent subsidies within periods varying from 90 to 180 days,More than 86,000 5G base stations have already entered services in China,Crucial talks would be held between the Ministry of Petroleum and authorities in December 2019,David Malpass says Pakistan stood among the top ten reformers in this year's report,Survey shows handset shipments rise 2% at 366 million units,Imran Khan approves full implementation of VAT regime for all business segments over next three years,Ministry says board has conducted interviews, will send nominations to PM,Anti-tobacco activists lament elimination of mobile app from system
,Expects digitisation in collections and payments following completion of project,Shortfall in collection widens to Rs167b in first four months of FY20"
2019-11-02,"'Pakistan can be among top-20 economies',Pakistan receives $2b in foreign loans in first quarter,'Illegal appointments' in PARC eat away millions,PPP board to take up Rs21b projects for approval next week,Steel producers offer discount as demand falls,Islamabad to propose new projects for inclusion in CPEC,IMF asks Pakistan to spend more on development,Pakistan unveils strategy to move to cashless economy, Italian envoy says documentation of economy will help country prosper,Receipts are double the amount got in previous year but are lower than estimates,Board member calls for convening meeting to resolve outstanding issues,Schemes include construction of Lahore Ring Road (Southern Loop-III) at cost of Rs10b,Step taken to compete with cheaper imported coils,These include Taunsa hydropower project, North South Gas Pipeline, others,Federal, provincial govts? combined spending on uplift in first quarter was less than one-tenth of annual allocations,SBP will launch mobile app, install 1m digital access points over next 3 years"
2019-11-03,"Five things to know about Saudi Arabia and its mammoth IPO,Saudi Arabia approves listing of energy giant Aramco,Decline in imports not enough to rev up auto sector,Weekly review: KSE-100 gains 720 points amid political mayhem,Trade talks in balance at Southeast Asian summit,Transport sector expands with online coach services,Germany?s Merkel renews push for FTA with India,WTO authorises Chinese tariffs on $3.6b in US goods,Cement sales hit historic high in Oct,Appointment process for trade ministers abroad raises questions,Telecom firm pitches idea of sharing mobile towers, Crown prince's ambitious economic reform so far is the push to state energy giant Aramco towards a stock market debut,Aramco is the most profitable company globally and the offering could be the world's largest,Production and sale of cars has declined by nearly 40% due to rising interest rate, rupee depreciation,Buoyed by positive developments, investor participation increases 34%,India raises demand to create world?s largest trading bloc,Officials talk about technology-based transit systems,A free trade pact with India has been a long-pending demand from Germany,China had asked the WTO for permission to hit the US with more than $7 billion in tariffs in the case,Demand rises to 4.98m tons against 4.56m tons last year,Officers file petitions to secure right of appearing in competitive examination,Plans to invest $100m more in increasing number of towers in Pakistan"
2019-11-04,"UAE planning to sell first federal bonds in 2020,Oil prices creep higher on US-China deal hopes,Asian countries agree on world's biggest trade pact, India stays away,Market watch: Stocks rally as index surpasses 35,000 points,Quick recipe for growth ? a two-sector approach,Focus needed to boost production in downstream industries,Let?s invest in machinery and technology,The high and low of LNG market,Investment drifts downwards in Pakistan,Corporate Corner: UBL president and CEO awarded honorary doctorate by Kingston University, Country issued law last year permitting federal govt to begin issuing sovereign debt,Jinping, Trump are in continuous touch through various means to resolve trade row,Delhi delays decision owing to significant differences over tariffs, other issues,Benchmark KSE-100 index rises 899.85 points to settle at 35,277.46,Economy can leap forward with 
focus on auto and 
housing sectors

,It will help avoid impact of shocks faced by low value-added commodities

,Owing to industrial backwardness, Pakistan faces high wastage, low productivity,Spot market has developed; its prices are now lower than long-term contract prices

,This comes despite liberal trade and investment regime, large market,Ms Kamil?s career and extraordinary success are an inspiration to all of our students, says Professor Steven Spier"
2019-11-05,"Market watch: Index posts gains for fourth successive session,Nepra hikes power tariff by Rs1.8 per unit,NA committee takes notice of fertiliser price hike,In Pakistan, Dandot Cement shuts down plant,UBL sells Tanzania subsidiary,Spanish businessmen regularly visit Pakistan despite travel advisory,Pakistan urged to move from basic to fashion garments,OGDC high-ups called in hiring probe,Pakistan absolved of paying $1.2b penalty to Karkey,PM Imran's revenue authority plan faces resistance,Saudi Arabia set to impose new tax on travellers for building new airport, Benchmark KSE-100 index increases 80.85 points to settle at 35,358.31,Power distribution companies will recover Rs24b from consumers in December bills,Calls for immediate measures to ensure a cut by Rs100 per bag,Cites financial constraints, environmental conditions behind shutdown,Announces it does not find African market commercially viable,Business team will visit Faisalabad, Lahore and Karachi,IAF Convention will allow young graduates to present their work and establish businesses,Company spokesperson argues people with required experience, qualification have been hired,Erdogan plays role in out-of-court settlement ,Heads of FBR?s 23 field formations are against government?s plan,The aim is to provide funding for airport infrastructure development projects and to enhance airport services"
2019-11-06,"K-Electric chairman Ikram Sehgal resigns,Market watch: KSE-100 rises on decline in national savings profit rates,Oil prices decline on US crude build, weak euro zone data,PM Imran allays bureaucrats? concerns about NAB,Pakistan, Thailand to review progress of  FTA in Jan 2020,Sindh collaborates with banks to finance agri-based SMEs,President Alvi invites Swiss firms to invest in Pakistan,Construction of Diamer-Bhasha dam to begin shortly,Pakistan's textile industry faces serious liquidity crunch,Economy takes off as indicators improve: Azhar,FBR chief softens stance on new revenue authority, Vacates post following differences over issues related to business strategy,Benchmark KSE-100 index increases 295.02 points to settle at 35,653.33,Fall comes after oil market posted gains for three consecutive sessions,Imran Khan asks federal secretaries assures decisions taken by them would be fully backed ,Envoy stresses expediting process to complete details prior to meeting,Move aims to encourage use of modern technology in agriculture,Arif Alvi says there are immense opportunities in renewable power projects,Wapda official chairs meeting to discuss land acquisition and financing issues,Manufacturers unable to pay taxes due to delay in refunds, which will aggravate revenue collection,Hammad Azhar says revenue collection, foreign reserves are showing progress,Shabbar Zaid agrees to take input from all stakeholders after officials caution him of implications
"
2019-11-07,"EU countries call for aviation tax,China, France ink commercial deals worth $15b,Foreign exchange: SBP reserves jump $443m to $8.4b,Oil rebounds to $62 on hopes for US-China trade deal,Market watch: KSE-100 rises over drop in inflation rate,Four key issues hampering Pakistan's growth: Ishrat Husain,Pakistan settles Soviet-era trade dispute with Russia,UAF stresses strong linkages between industry & academia,Pakistan's auto sector hits out at PTI govt's EV policy,IMF requests Pakistan's parliament to help increase SBP?s autonomy,In Pakistan, inflation drops slightly to 11% in Oct,FBR body terms PM Imran?s tax restructuring plan flawed,PTI govt approves rollover of Rs166.5b worth of loans, nine countries said an aviation tax is necessary to combat climate change,Xi, Macron vow to expand cooperation, reaffirm support for climate pact,Central bank cites no reason for improvement,Beijing, Washington agree to cancel tariffs in different phases,Benchmark index increases 105.19 points to settle at 35,758.52,Stresses need for using Ijara in agri-financing,Islamabad to return $93.5m to Moscow after signing agreement,Says it is a prerequisite to resolve problems confronted by industrialists,Says stakeholders? consent was not sought before approval of policy,Calls for legal amendments for automatically increasing electricity prices,Chances for monetary easing remain remote due to second round of inflationary pressure,Says uncertainty created by approved plan can be damaging for revenue targets,Decision will give govt two more years to repay loans taken to cut circular debt"
2019-11-08,"China setting up 19 factories in Gwadar: envoy,Market watch: KSE-100 rises in wake of MSCI review,Boon for Hong Kong as Alibaba plans $15b listing in late Nov,Oil slides as uncertainty about US-China trade deal returns,Malaysia, India locked in spat over Kashmir,Modi-impact: Moody's downgrades India's rating to negative,'All industrial areas in Karachi to be dealt as single zone',Pakistan?s FATF blues not over yet,PM Imran vows to take to task hoarders responsible for 'artificial inflation' in Pakistan,Pakistan asks Huawei to relocate manufacturing units,5G unlikely to sharply increase Facebook users in Pakistan,191 Pakistani billionaires given tax relief of Rs61.4b, Jing says 200 Pakistani students studying in China on scholarships,Benchmark index increases 219.64 points to settle at 35,978.16,Public offering to take place at a pivotal moment as unrest plagues Hong Kong ,Brent crude on track to end week 0.5% lower,Indian businessmen refuse to buy palm oil from Malaysia over its stance on disputed territory,Indian economy grew only 5.0% year-on-year between April and June - its weakest pace since 2013,Move will facilitate smooth processing of construction-related queries,Hammad Azhar says APG may give new action plan on curbing terror financing,Imran Khan asks parliamentarians to stand by him on the inflation issue,Urges company to engage brilliant young minds of Pakistan,Social media giant says affordability and internet access hinder chances of increase,FBR shares financial details with NA panel of data provided by OECD"
2019-11-09,"As data leakage fears loom, PTI govt mulls launching own app for communications,IMF sees steady signs of economic stability,Young entrepreneurs asked to opt for US programme,EU suggests product diversity for tapping GSP Plus potential,?Rice sector modernisation can take exports to $5b?,PTI govt introduces lower power tariff for industrial sector,FTA-II to come into effect from Dec,Pakistan averts downgrade to MSCI FM,LNG supply to continue after plants? privatisation, ?Govt-APP? will likely to do away with OTT services like WhatsApp, Viber and Facebook messenger,Staff-level agreement reached with Pakistan for release of $450m second tranche on Dec 19,ATX-Pak Advance Programme connects entrepreneurs, investors, educators,Envoy offers support for ramping up exports, uplifting industries through joint ventures
,Former REAP official says modern technology will help enhance farm yields,Flat rate will be applied to additional consumption in winter,Dawood says this will give fresh impetus to Pak-China trade,Keeps emerging market status following signs of economic recovery,Power Division claims decision will place extra burden of Rs471b on consumers"
