Date,Headline
2020-06-06,Tech firms seek formal withdrawal of CP rules 
2020-06-06,WHO supports masks where virus widespread  distancing tough 
2020-06-06,Pakistan has suffered Rs2.5tr loss because of Covid-19 
2020-06-06,Losses of SOEs exceed defence budget outlay  Senate told 
2020-06-06,PM rejects option of imposing another lockdown 
2020-06-06,Wajid  Kaleem among police officers being promoted to Grade 22 
2020-06-06,Violation of social distancing rules angers NA speaker 
2020-06-06,Rs40bn needed to clear dues of 7 884 employees: PSM 
2020-06-06,SC bans entry of people ignoring  SOPs 
2020-06-06,Record number of Covid-19 cases  deaths in 24 hours 
2020-06-07,Senator Rehman Malik sends legal notice to blogger Cynthia Ritchie over rape allegation 
2020-06-08,2 dead  at least 8 injured after residential building collapses in Karachi's Lyari neighbourhood 
2020-06-07,Police killing of Palestinian a 'tragedy'  says Israeli PM 
2020-06-07,Saudi Arabia's coronavirus cases exceed 100 000 
2020-06-07,PPP to convene multi-party conference to address 'conspiracy' against 18th Amendment  NFC award 
2020-06-07,PM directs federal agencies to 'investigate  file cases' against those involved in sugar scam 
2020-06-07,Kanye West donates two million dollars to victims of police brutality 
2020-06-07,Ushna Shah thinks we dont have good female vocalists so Hadiqa Kiani made a list 
2020-06-07,UFC's 'Notorious' superstar Conor McGregor announces retirement 
2020-06-07,Ertugrul gets a statue in Lahore 
2020-06-07,Largely peaceful protests against police brutality march on in US 
2020-06-07,China to strengthen global cooperation in Covid-19 vaccine trials 
2020-06-12,The impact of Covid-19: How Pakistani workers are living with the new reality 
2020-06-07,Anwar Maqsood calls out fake social media accounts 
2020-06-07,Kiran More says Miandad incident overshadowed his career 
2020-06-07,The true cost of power 
2020-06-07,Smokers' Corner: The educated illiterates 
2020-06-07,Amid the pandemic  the emotional needs of healthcare workers must be addressed 
2020-06-07,Notice issued to FIA on PPP leaders plea against US blogger 
2020-06-07,Senate panel to discuss end of job quota for special persons 
2020-06-07,Faraz accuses opposition of playing politics over Covid-19 
2020-06-07,World Bank may loan $200m to lessen virus impact on Pakistans education 
2020-06-07,First consultation on Citizens Protection rules questions regulation of fake news 
2020-06-07,Ahmadzai Wazir tribe pardons ANP leader 
2020-06-08,COLUMN: PANGS OF ISOLATION 
2020-06-07,NON-FICTION: AINEE AND HER FIRES 
2020-06-07,FICTION: SONG OF LOVE 
2020-06-07,IN MEMORIAM: THE BOOK OF FAREWELLS 
2020-06-07,PTI govt sabotaged Sindh response to Covid-19: Bilawal 
2020-06-07,Pakistan names special envoy for Afghanistan 
2020-06-07,People must learn to live with virus: PM aide 
2020-06-07,Locust invasion threatens entire country  SC told 
2020-06-07,KP to lift tourism restrictions on Tuesday 
2020-06-07,Another giraffe dies in Peshawar zoo 
2020-06-07,KP MNA  three relatives test positive for virus 
2020-06-07,Govt under fire over NFC  18th Amendment debate 
2020-06-07,78 unauthorised buildings sealed during major operation: CDA 
2020-06-07,Hospitals data shows decrease in confirmed cases in Rawalpindi 
2020-06-07,Punjab police use stun therapy on SOP violators 
2020-06-07,Punjab to import 1 000 injections for Covid patients 
2020-06-07,Two sent to prison in illegal plots purchase case in Karachi 
2020-06-07,Judge orders jailer to produce Uzair Baloch in Karachi court 
2020-06-07,Experts shed light on how to make online education work 
2020-06-07,All major markets closed  public transport off the roads in city 
2020-06-07,Many wounded as Hezb supporters  opponents clash in Beirut 
2020-06-07,Trudeau attends anti-racism rally and takes a knee 
2020-06-07,How messaging technology is helping fuel global protests 
2020-06-07,Afghan govt fears disaster as virus infections surge 
2020-06-07,Wasim Khan donates Rs1.5m for ex-players  officials  ground staff 
2020-06-07,FIFA president keen to impose stricter financial regulations 
2020-06-07,West Indies will miss Bravo  Hetmyer in England Tests: Holding 
2020-06-07,Customs reforms in the works 
2020-06-27,Opec  Russia extend record oil cuts to end of July 
2020-06-07,Pakistan saw highest inflation in the world during 2020: SBP 
2020-06-07,New committee formed to negotiate with independent power producers 
2020-06-07,PML-N questions NAB role after Tareens London departure 
2020-06-07,Washington paints Black Lives Matter mural near White House 
2020-06-07,India to join UNSC as non-permanent member on 17th 
2020-06-08,Prince Andrew's lawyers hit back over US inquiry into Jeffrey Epstein 
2020-06-08,Pakistan condemns Indian 'state terrorism' as 9 fighters killed in occupied Kashmir 
2020-06-08,With recovery of last case  New Zealand has eradicated Covid-19 
2020-06-08,Lockdowns may have averted 3 million deaths in Europe by curbing Covid-19: study 
2020-06-08,K-pop fans match BTS $1 million donation to Black Lives Matter 
2020-06-08,How did Pakistan's first ever virtual fashion show fare? 
2020-06-08,Hospitals running out of beds as virus cases surge past 100 000 
2020-06-08,Zulfi Bukhari  Sherry Rehman in Twitter spat over testing of returning Pakistanis 
2020-06-08,Malala congratulates class of 2020 in virtual graduation ceremony 
2020-06-08,India reopens more public spaces despite record virus infections 
2020-06-08,Spaces for Empowerment 
2020-06-09,Former PM Shahid Khaqan Abbasi  Railways Minister Sheikh Rashid test positive for Covid-19 
2020-06-08,Bollywood actors slammed for protesting racism abroad while promoting colourism at home 
2020-06-08,US police back off as peaceful protests push deep reforms 
2020-06-08,How one man struggled for eight hours to find a Covid bed in Delhi hospitals 
2020-06-08,JK Rowling sparks outrage with more transphobic comments 
2020-06-08,Since the first Covid-19 case  deteriorating economic indicators have become a snowball gathering pace 
2020-06-08,The government needs to learn from its mistakes  not repeat them 
2020-06-08,In our fight with corona  we can always do what we do best: remain in denial  or not 
2020-06-08,As crises drag on  can the country expect Team Imran to change Pakistan's fortunes? 
2020-06-08,Couple accused of murdering child maid seek patch-up with parents 
2020-06-08,Majority of Covid-19 patients in Pindi district aged below 40: report 
2020-06-08,Punjab CM for curtailing unnecessary expenditures in budget 
2020-06-08,Sirajul Haq seeks policy on resumption of academic activities 
2020-06-08,78 booked  582 shops sealed over SOPs violation in Lahore 
2020-06-08,PR to refurbish 100 locos  including 15 US-made Blue Tigers 
2020-06-08,Controversial Auqaf land being prepared for sale of plots 
2020-06-08,Annual budget: a useless exercise 
2020-06-08,Economy eclipsed by Covid-19 
2020-06-08,Sindh govt claims ownership of Steel Mills land 
2020-06-08,Bilawal wants people-friendly budget in Sindh 
2020-06-08,Many injured as five-storey residential building collapses in Lyari 
2020-06-08,Scores of shops  bus stands sealed in KP for SOP violation 
2020-06-08,KP transparent in reporting virus cases  mortalities: Ajmal 
2020-06-08,KP govt asked to provide beds  ventilators to hospitals 
2020-06-08,Legal vacuum brings work at Fata University to standstill 
2020-06-08,Locust swarms continue to ravage farms as political players keep bickering over aerial spray 
2020-06-08,Improper disposal of clinical waste may become major source of Covid-19 spread 
2020-06-08,Iran says it is ready for more prisoner exchanges with US 
2020-06-08,Palestinian Islamic Jihad leader buried in Syria 
2020-06-08,10-foot great white shark kills surfer in Australia 
2020-06-08,Belarus opposition eyes ouster of strongman president 
2020-06-08,Will saliva ban threaten crickets kings of swing bowling? 
2020-06-08,Afghanistan start training despite virus fears 
2020-06-08,Naser was under investigation during world 400m win 
2020-06-08,Premier League teams prepare for restart with practice games at stadiums 
2020-06-08,Bayern keep winning as Bundesliga steps up racism protests 
2020-06-08,Alyani releases Rs5m grant for infected lawyers 
2020-06-08,Balochistah police seek custody of PCG personnel for probe into murder 
2020-06-08,Balochistan allows resumption of public transport from today 
2020-06-08,Drugs  arms seized; three arrested in Balochistan 
2020-06-08,Emirates employees face 50pc basic pay cut 
2020-06-08,PM tells Punjab  KP govts to cut non-development expenditures 
2020-06-08,Senate set to debate key national issues today 
2020-06-08,Pakistan  US review Afghan peace process 
2020-06-08,Valuable information received from recorders for probe: Airbus 
2020-06-08,Over 5 000 sq km area cleared from locusts in 46 districts 
2020-06-08,Trump downplays massive anti-racism rallies across US 
2020-06-08,Five killed in Kashmir clash with Indian troops 
2020-06-08,Chinese short video app makers take rivalry overseas 
2020-06-08,China  India to seek peaceful resolution of border impasse 
2020-06-08,Global Covid-19 death toll hits 400 000 
2020-06-08,Opposition wants three-week lockdown in six Punjab cities 
2020-06-08,Coronavirus cases cross 100 000 mark 
2020-06-08,Govt allows limitless wheat import by private sector 
2020-06-08,Petrol pricing likely to be deregulated 
2020-06-08,Sugar cartel to face full brunt of law 
2020-06-08,Pakistan's inflation for 2020 not the highest in the world  SBP says clarifying Inflation Monitor 
2020-06-11,PTV sacks 2 officials for airing 'incorrect' map of Pakistan 
2020-06-10,India  China hold talks to defuse border standoff  thin out some forces 
2020-06-10,Ex-PM Gilani sends legal notice to Cynthia Ritchie over allegation of 'physically manhandling' her 
2020-06-10,'Upward trajectory of economy severely affected by Covid-19 ' says govt ahead of annual budget 
2020-06-10,Widespread mask-wearing could prevent Covid-19 second waves: study 
2020-06-10,With hands in debt and eyes on Covid relief  what should this budget focus on? 
2020-06-10,Fake news screenshot about 'missing F-16' posing as Dawn.com surfaces on social media 
2020-06-10,Pyar Ke Sadqay had potential to be different but seems to be slipping into familiar territory 
2020-06-10,Pakistan among latest countries to get Paris Club debt relief 
2020-06-10,WHO looking at situation through 'health lens' alone  govt policies based on holistic picture: Mirza 
2020-06-10,Wasim Akram warns ICC's saliva ban will make bowlers 'robots' 
2020-06-10,Friends co-creator apologises for lack of diversity on the show 
2020-06-10,Fan has meltdown over Mahira Khan's chai picture 
2020-06-10,So the Dalai Lama is releasing an album on his 85th birthday 
2020-06-10,Second Etihad plane from UAE lands in Israel 
2020-06-10,HBO Max removes Gone With The Wind after racism protests 
2020-06-10,The global movement for racial justice has been reignited 
2020-06-10,NCOC allows exports of PPEs 
2020-06-10,Speak up  Pakistan 
2020-06-10,KP police station heads granted financial powers 
2020-06-10,90pc loans under Rozgar scheme disbursed in tribal districts 
2020-06-10,KP records highest number of Covid-19 deaths in single day 
2020-06-10,NA speaker examines seating arrangements in assembly hall 
2020-06-10,Couple involved in maids murder case taken to Lahore 
2020-06-10,Capitals hospitals unable to accommodate more Covid-19 patients 
2020-06-10,HRCP raps use of stun baton in Faisalabad 
2020-06-10,Four JuD leaders indicted in terror financing case 
2020-06-10,No exemption from wearing masks in govt offices: Buzdar 
2020-06-10,Punjab to conduct drug trial on 1 000 critical Covid patients 
2020-06-10,KE consumers complain of excessive billing amid pandemic 
2020-06-10,Pre-arrest bail of former PM Abbasi extended in PSO appointments case 
2020-06-10,Lyari building collapse death toll climbs to 19 
2020-06-10,Sindh health dept to set up five hospitals to handle critical Covid-19 situation  says minister 
2020-06-10,US protests show closing gaps creates spaces for coronavirus 
2020-06-10,North Korea cuts communication lines to South 
2020-06-10,London may remove statues as Floyds death sparks change 
2020-06-10,New Delhi could soon see half a million virus cases  say officials 
2020-06-10,Palestinian PM submits counter-proposal  to Trump plan 
2020-06-10,Frances wolf population rises further to 580 adults 
2020-06-10,China removes pangolin from traditional medicine list 
2020-06-10,Madrid in talks to host Champions League final 
2020-06-10,PCB drops plans to hold camp for England tour 
2020-06-10,Tendulkar  Lee seek alternative to saliva on cricket ball 
2020-06-10,ICC allows virus substitutions in Test matches 
2020-06-10,West Indies arrive in England on three-Test tour 
2020-06-10,PCB wants to stage Asia Cup in UAE this year 
2020-06-10,No change in advance FED on tobacco sector 
2020-06-10,Fuel pricing on quarterly basis sought 
2020-06-10,2 000 tariff lines may see duty cuts 
2020-06-10,Expenditure freeze  revenue target of Rs4.95tr agreed with IMF 
2020-06-10,BAP calls for consensus about issues facing country 
2020-06-10,Pakistanis in Canada asked to contact consulate to return home 
2020-06-10,Senate panel briefed on payment to heirs of train fire victims 
2020-06-10,PM Imran asked to issue advice for appointment of CJs of AJK SC  HC 
2020-06-10,FIA opposes plea for criminal case against US blogger 
2020-06-10,Premature easing of virus restrictions  worries experts 
2020-06-10,Emirates resumes flights from Pakistan after two months 
2020-06-10,Four injured along LoC in Indian shelling 
2020-06-10,Pakistan renews efforts for intra-Afghan dialogue 
2020-06-10,SCBA vows to stand by Justice Isa 
2020-06-10,PM wants sugar scam inquiry taken to logical end 
2020-06-10,NAB to begin probe against SAPM Zafar Mirza  ex-minister Kiani 
2020-06-10,Action over artificial shortage of petrol ordered 
2020-06-10,WHO urges two-week lockdown  more tests 
2020-06-10,Rehman Malik sends second legal notice to Cynthia Ritchie over talk show allegations 
2020-06-11,Top US general regrets joining Trump church walk during George Floyd protests 
2020-06-11,PM Imran offers to help India with Covid-19 fallout by sharing details of govt's cash programme 
2020-06-11,Will monitor countrywide implementation of SOPs and take action against violations: PM 
2020-06-11,PHC chief justice files petition challenging elevation of 3 LHC judges to Supreme Court 
2020-06-11,Designer Amir Adnan shares what he did to beat Covid-19 
2020-06-11,India denies visas to US panel on religious freedom  says it has no standing 
2020-06-11,New trailer for Usman Mukhtar's Bench will make you self-reflect 
2020-06-11,Gohar Rasheed and Faryal Mehmood are working on a film about lockdown 
2020-06-12,Current account deficit shrinks a whopping 73pc to under $3 billion  economic survey reveals 
2020-06-11,Grammys to go ahead as planned in January 2021 
2020-06-11,IHC stops govt from acting on sugar report  demands response over mill owners petition 
2020-06-11,Vogue's Anna Wintour apologises for not giving space to Black creatives 
2020-06-11,In call with COAS  Bill Gates praises Armys role in anti-polio drive 
2020-06-11,JK Rowling says she's a domestic abuse and sexual assault survivor 
2020-06-11,The truth is that every rent seeker in the country has taken this govt for a ride 
2020-06-11,This Pakistani short film is heading to virtual Palm Springs ShortFest 2020 
2020-06-11,Christopher Columbus statue beheaded in Boston 
2020-06-11,PML-N President Shehbaz Sharif  PTI's Khurram Sher Zaman test positive for coronavirus 
2020-06-17,Hidden cost of Covid-19: Long-term effects of disasters and related school closures on children 
2020-06-11,Provinces vs centre 
2020-06-11,Over 1 000 medics affected by coronavirus in KP 
2020-06-11,Adiala jail doctor  prisoner test positive 
2020-06-11,Rs10bn defamation suit:  Imrans new counsel gets time to respond to Shahbazs pleas 
2020-06-11,Quarantine centres being closed across Punjab 
2020-06-11,TTP men who beheaded Polish engineer held 
2020-06-11,Four held with 1 500 bags of USC sugar 
2020-06-11,Health experts prescribe strict lockdown 
2020-06-11,Another LHC judge tests positive 
2020-06-11,Punjab envisages Rs201bn surplus budget 
2020-06-11,Traders violating Covid-19 restrictions warned of on-the-spot heavy fines  seizure of assets 
2020-06-11,Murad declares uplift works by federal govt in Sindh through SIDCL unacceptable 
2020-06-11,Europe to accelerate trials of gene-engineered Covid-19 vaccines 
2020-06-11,US protesters topple Columbus statue and throw it in a lake 
2020-06-11,Floyd brother tells US Congress to stop the pain  pass police reform 
2020-06-11,Sweden names chief suspect in PM murder  closes probe 
2020-06-11,Freed Taliban prisoners eye return to battlefield 
2020-06-11,Afridi  Ramiz  Basit laud PCBs decision to appoint Younis as coach 
2020-06-11,Have to go long way to equal Kohli  says Babar 
2020-06-11,Ill focus on making players mentally strong  says Mushtaq 
2020-06-11,Determined Younis vows to pay back in coaching role 
2020-06-11,ADB okays $500m loan to Pakistan 
2020-06-11,ECC allows duty-free import of wheat 
2020-06-11,Covid-19 to worsen global inequality  says Baqir 
2020-06-11,Stringent measures for non-filers in upcoming budget 
2020-06-11,Rs1.32tr approved for national development programme 
2020-06-11,Balochistan opposition holds protest over new PSDP 
2020-06-11,Cynthia alleges PPP trying to get her deported 
2020-06-11,Etihad resumes flights from Pakistan 
2020-06-11,Govts Covid-19 app sparks furore over security flaws 
2020-06-11,Red zone files: Burden of inevitability 
2020-06-11,PIA brought back 479 bodies of Pakistanis  NA told 
2020-06-11,Five fighters killed in occupied Kashmir 
2020-06-11,Protest lodged with India over ceasefire violations 
2020-06-11,NAB to probe Rs29bn subsidy on sugar export  says Shahzad 
2020-06-11,Opposition puts no trust in air crash inquiry commission 
2020-06-11,Analysis: FY2020: from adjustment to lockdown 
2020-06-11,Govt ready to include global pilots body in crash probe 
2020-06-11,Zardaris indictment in Park Lane case on 26th 
2020-06-11,Budget session mere formality after govt-opposition accord 
2020-06-11,Internal security plan prepared  PM told 
2020-06-11,PMs aide downplays dire WHO warning 
2020-06-12,Budgetary targets 'ambitious' but achievable amid Covid-19 uncertainty  says Hafeez Shaikh 
2020-06-13,Budget 2020-21: Here's what you need to know about customs and indirect taxes 
2020-06-13,Punjab govt to send recommendations to Centre for tightening virus restrictions in Lahore 
2020-06-12,In rare appeal to Israeli public  UAE warns against annexation 
2020-06-12,1 dead  12 injured in explosion in Rawalpindi's Saddar area 
2020-06-12,Indian ministry spokesperson's remarks on PM Imran's offer 'unprofessional attempt at point-scoring': FO 
2020-06-12,At least 4 killed in bomb explosion at mosque in Kabul: govt official 
2020-06-12,What the experts have to say about PTI's 'corona' budget 
2020-06-12,Opposition criticises Budget 2021  deems it 'anti-people' 
2020-06-12,Read: PTI govt's FY2021 'relief' budget 
2020-06-12,Mira Sethi's book will hit shelves in April 2021 
2020-06-12,Mehwish Hayat confirms she doesnt have coronavirus 
2020-06-12,Rapper Stormzy pledges 10 million pounds to black causes over the next decade 
2020-06-13,Yeh Dil Mera ended with us lamenting what it could have been 
2020-06-12,Surging glacier creates lake  floods Pakistan valley 
2020-06-12,Editorial: Pakistan's economy is in distress 
2020-06-12,Lyricist Shakeel Sohail passes away at 55 
2020-06-13,'No new taxes' in Rs7.13 trillion budget FY2021  says govt 
2020-06-12,Today's budget will be unlike any other  with an exceptional degree of uncertainty generated by Covid-19 
2020-06-12,Zoom accedes to Chinese demands to shutter online activist meetings 
2020-06-12,New Zealand removes statue of controversial colonist 
2020-06-12,Coachella canceled due to Covid-19 
2020-06-12,The veils come off 
2020-06-12,Lower Dir residents complain of delay in virus test results 
2020-06-12,SOPs relaxed for people returning from Afghanistan 
2020-06-12,Peshawar High court gives govt three days to address fuel crisis 
2020-06-12,Thousands of patients suffer as hospital staff boycott OPDs across Sindh 
2020-06-12,MPC says rollback of 18th Amendment to harm federation  democracy 
2020-06-12,IMF says debt suspension fast-acting response to coronavirus crisis 
2020-06-12,More than 94 000 Yemenis displaced since January: UN 
2020-06-12,Malaysia pulls out of Haj due to pandemic 
2020-06-12,Covid-19 survivor in US receives double lung transplant 
2020-06-12,US crosses 2m mark amidst relapse warnings 
2020-06-12,Pandemic is growing fast in Africa: WHO 
2020-06-12,Stolen Banksy mural found in Italy 
2020-06-12,French city adds info plaques to colonial street names 
2020-06-12,Top US general says he was wrong to appear with Trump at protest site 
2020-06-12,Canadians petition for removal of racist symbols 
2020-06-12,Assad sacks PM as economic crisis grows 
2020-06-12,Amir  Haris opt out of England tour 
2020-06-12,Lewandowski winner fires Bayern into German Cup final 
2020-06-12,Australian Football League resumes with a thriller and anti-racism protest 
2020-06-12,Pakistan players excited about Younis  Mushtaq appointments 
2020-06-12,Covid-19 impact on revenues estimated at Rs899bn 
2020-06-12,External trade hit by pandemic 
2020-06-12,KSE-100 dips 13.78pc in July-March 
2020-06-12,Higher interest rate slowed down the economy 
2020-06-12,Inflation to fall further in next fiscal year 
2020-06-12,Economic survey 2019-20: Energy sector bottlenecks mar business activity 
2020-06-12,Large-scale industrial output shrinks 5.4pc 
2020-06-12,Agriculture performance remarkable 
2020-06-12,Tax exemptions cost kitty Rs1.15tr 
2020-06-12,Total public debt jumps to 88pc of GDP 
2020-06-12,Economic survey 2019-20: V-shaped recovery highly likely 
2020-06-12,Locust situation worsening as swarms entering Pakistan via Afghanistan 
2020-06-12,Balochistan opposition slammed for propaganda against govt 
2020-06-12,Another 10m likely to slip below poverty line 
2020-06-12,AC issues non-bailable arrest warrants for Nawaz 
2020-06-12,Covid-19 restriction may cause loss of at least 1.4m jobs 
2020-06-12,Govt once removed over surveillance  recalls SC judge 
2020-06-12,Private sector to be engaged in railways operation 
2020-06-12,Ogra holds six OMCs responsible for petroleum shortage 
2020-06-12,Pakistan health data worrisome as compared to neighbouring states 
2020-06-12,Trump sanctions ICC for probe into US war crimes 
2020-06-12,PML-N backs SOEs sell-off  but wants process delayed 
2020-06-12,Smart lockdown is only option: PM Imran 
2020-06-12,IHC stops action against sugar mills 
2020-06-12,Hafeez blames Covid-19 for Rs3 trillion GDP loss 
2020-06-12,A Pakistani truck artist painted a mural in memory of George Floyd 
2020-06-13,Kim Jong Uns sister threatens South Korea with military action 
2020-06-14,PM Imran rules out lockdown once again despite Punjab govt recommendations 
2020-06-13,Govt tried to give 'maximum relief' to the public in Budget 2021  says finance adviser 
2020-06-13,Mahira Khan reveals details about the man she loves 
2020-06-13,1 300 virus hotspots sealed across country after spike in Covid-19 cases 
2020-06-13,Former prime minister Yousuf Raza Gilani tests positive for Covid-19 
2020-06-13,Christopher Nolan's Tenet opening delayed to July 31 
2020-06-13,Cardboard cut-outs and Zoom parties: the new normal for Premier League fans 
2020-06-13,Former Pakistan captain Shahid Afridi tests positive for coronavirus 
2020-06-13,Designer Maheen Khan tests positive for coronavirus 
2020-06-13,Toni & Guys Shammal Qureshi recovers from Covid-19 
2020-06-13,Review: Pakistans feeble fight against filthy air 
2020-06-13,Brazil now second in virus deaths  as US states see rising cases 
2020-06-25,The critical ingredient that remains missing from Pakistan's Covid response strategy 
2020-06-13,New virus cases raise fears in Chinese capital; markets closed 
2020-06-13,WHO says Covid-positive mothers should breastfeed 
2020-06-13,International Criminal Court condemns US sanctions order 
2020-06-13,Tight-rope walking croc may have stood on two legs: study 
2020-06-13,Arms used against  Saudi Arabia were of Iranian origin  says UN 
2020-06-13,Turkey accuses Twitter of anti-govt smear campaign 
2020-06-13,Nasa names first woman to head human spaceflight 
2020-06-13,UAE warns annexation would upend any normalisation with Israel 
2020-06-13,US ruling over ancient bronze horse termed a huge victory for Greece 
2020-06-13,New spider species named after Greta 
2020-06-13,Historical figures under attack after George Floyds death 
2020-06-13,Parliament should step up 
2020-06-13,Budget 2020-21: Budget aims for trillion rupee tax revenue hike with no new taxes 
2020-06-13,Govt proposes Rs1.29tr for defence spending 
2020-06-13,Support package for health workers announced 
2020-06-13,SC rubbishes impression judges are not accountable 
2020-06-13,Huge surplus employees in Railways irk CJP 
2020-06-13,Minister unfazed by noisy opposition protest in NA 
2020-06-13,Story Time: The secret garden 
2020-06-13,Art Corner 
2020-06-13,Story Time: A unique Eid 
2020-06-13,The weekly weird 
2020-06-13,Spotlight 
2020-06-13,Insight: The power of imagination 
2020-06-13,Book review: Batman and Robin Save the Day! 
2020-06-13,Wonder Craft: My dad rocks! 
2020-06-13,Opinion: Online or physical classrooms? 
2020-06-13,Reflections: The changes in our lives 
2020-06-13,Poet's Corner 
2020-06-13,Mailbox 
2020-06-13,Waiting for a vaccine 
2020-06-13,Three varsities without heads for over a month 
2020-06-13,Three including couple shot dead for honour 
2020-06-13,LRH chief removed over poor management of virus patients 
2020-06-14,Drap approves locally developed Covid-19 testing kits 
2020-06-13,Capital admin warns of action over false information about Covid-19 
2020-06-13,LHC summons top officials over petrol shortage 
2020-06-13,460 vials of life-saving drug for serious Covid patients 
2020-06-13,SHC issues notices on oil firms plea against FIA 
2020-06-13,37 doctors  three paramedics died of Covid-19 in country: PMA 
2020-06-13,Sindh govt demands commission to probe petrol crisis 
2020-06-13,72 ICU and 428 HDU beds to be given to six city hospitals 
2020-06-13,Customs raids in city market yield smuggled cigarettes worth over Rs150m 
2020-06-13,Moles vows to carry on coaching despite amputated leg 
2020-06-13,India call off Zimbabwe cricket tour 
2020-06-13,Meagre amount allocated for sports and related projects in Federal Budget 2020-21 
2020-06-13,Covid-19 may force IPL out of India: chairman 
2020-06-13,Sarfraz  Haider earn selections for England tour in 29-man Pakistan squad 
2020-06-13,No incentives for equities investors 
2020-06-13,SBP profits to drive non-tax revenues in FY21 
2020-06-13,Comments: Budget fails to impress industry 
2020-06-13,Budget 2020-21: Social safety net expanded to cover 12m households 
2020-06-13,Subsidy bill slashed by 40pc 
2020-06-13,Foreign borrowing of Rs2.22tr projected for next fiscal year 
2020-06-13,Growth target set at 2.1pc 
2020-06-13,Budget 2020-21: Finance bill shows all relief  no clear revenue plan 
2020-06-13,IHC to hear plea against using PTI flag on Sehat card 
2020-06-13,Police say they lack jurisdiction to proceed against US blogger 
2020-06-13,Opposition in Senate vows to defeat secured transactions bill 
2020-06-13,Man killed in Rawalpindi bomb blast 
2020-06-13,Two Indian spies arrested in Gilgit-Baltistan after crossing LoC 
2020-06-13,Rs650bn allocated for development programme 
2020-06-13,Four killed in Kabul mosque bombing 
2020-06-13,Woman killed in shelling from across LoC 
2020-06-13,Seattle mayor tells Trump to go back to bunker 
2020-06-13,BUDGET 2020-21: Govt allocates Rs14bn for three Karachi hospitals 
2020-06-13,PTIs scrambled  hope-for-the best budget is more of the same 
2020-06-14,Door-to-door Covid-19 testing temporarily halted in Karachi's District South after 25 field staff test positive 
2020-06-14,Mass virus testing in Beijing after new cluster triggers lockdowns 
2020-06-14,Minor boy injured in attempted sexual assault  admitted to LUH in Hyderabad 
2020-06-15,Covid-19 cases could reach 1.2 million by end July  warns Asad Umar 
2020-06-14,UK PM Johnson condemns 'racist thuggery' after far-right protests in London 
2020-06-14,Bollywood actor Sushant Singh Rajput found dead in Mumbai 
2020-06-14,Fake news 'screenshot' posing as Dawn.com about PNS Saad surfaces on social media 
2020-06-14,FM Qureshi tells India to focus on domestic issues instead of 'igniting border disputes' 
2020-06-14,Despite structural reforms  Pakistan is desperately looking for an economic revival 
2020-06-14,Icon Sabiha Khanum passes away at 84 
2020-06-14,Can parks be open during this pandemic? 
2020-06-14,Pakistani universities need to rethink online education to make it more accessible 
2020-06-14,Smokers' Corner: Is Imran Khan a populist? 
2020-06-14,Covid-19 pushing millions of South Asians into poverty  says World Bank 
2020-06-14,Editorial: A budget without a plan 
2020-06-14,Britain supports ICC after Trump approves sanctions against it 
2020-06-14,Nepals lower house of parliament approves new map 
2020-06-14,Beijing areas locked down due to new virus cluster 
2020-06-14,Number of Covid patients in Balochistan may reach 100 000 soon: official 
2020-06-14,Opposition parties warn of protest movement against Balochistan govt 
2020-06-14,Call for judicial probe into air crash 
2020-06-14,Presidency budget slashed significantly 
2020-06-14,COLUMN: ASIF AND URDUS SOCIOLOGY 
2020-06-14,ESSAY: SOUTH ASIA'S CODED SIGNALS 
2020-06-14,NON-FICTION: THE STARS AROUND ME 
2020-06-14,NON-FICTION: UNMASKING SURVEILLANCE CULTURE 
2020-06-14,Karak area people demand end to police siege 
2020-06-14,Hailstorms cause heavy losses to Swat peach growers  dealers 
2020-06-14,No foreign pilgrim to attend events of Sikh community 
2020-06-14,Tracing of confirmed patients contacts begins in Islamabad's G-9 
2020-06-14,Domestic help held for childs murder after rape in Muzaffargarh 
2020-06-14,Defence budget not increased to provide relief to masses: Qureshi 
2020-06-14,Woman dies  eight others injured as fire erupts in Services emergency 
2020-06-14,Situation aggravates as OPDs at govt hospitals stay shut for a third day in Sindh 
2020-06-14,What about the parks? 
2020-06-14,Families of PIA crash victims cast doubts over Sindh govt-funded KU lab 
2020-06-14,Facebook fires employee who protested inaction on Trump posts 
2020-06-14,EU agrees purchase of 300m coronavirus vaccine doses 
2020-06-14,Americas original sin: Floyd death prompts historical soul-searching 
2020-06-14,Tokyo Olympics will be safe  says governor 
2020-06-14,Fans savour return of stadium sport in virus-free New Zealand 
2020-06-14,Misbah says no strings attached to England tour 
2020-06-14,ECB vows changes to address racism in cricket 
2020-06-14,I have no issues being backup wicket-keeper on England tour: Sarfaraz 
2020-06-14,Stocks close week higher on renewed investor interest 
2020-06-14,Textile  auto sectors disappointed with lack of incentives in budget 
2020-06-14,IT policy can boost exports  says World Bank 
2020-06-14,Amendments aim to increase tax compliance 
2020-06-14,PPP to oppose budget inside  outside parliament 
2020-06-14,Govt takes notice of shortage of life-saving drugs 
2020-06-14,PTA also cant proceed against US blogger  court told 
2020-06-14,Anti-racism protesters  far-right activists clash in London 
2020-06-14,Provinces free to act on own budget projections 
2020-06-15,Over 100 cases in new Beijing Covid-19 outbreak: WHO 
2020-06-16,2 Indian High Commission officials detained in Islamabad after being involved in road accident 
2020-06-15,Israel builds new Jerusalem road that will link settlements as government weighs West Bank annexation 
2020-06-15,US Supreme Court endorses gay  transgender worker protections 
